asset_age_days,assignment_count,repair_count,maintenance_count,damage_report_count,days_since_maintenance,warranty_active,condition_score,status_score,health_status
86,0,0,0,0,86,1,4,3,HEALTHY
486,6,2,8,0,60,1,3,3,HEALTHY
249,5,0,0,0,249,1,4,3,HEALTHY
1701,34,10,10,0,177,0,1,1,REPLACE_SOON
362,6,0,4,1,297,1,3,3,HEALTHY
1453,25,6,7,0,181,0,1,1,REPLACE_SOON
20,2,0,0,0,20,1,4,3,HEALTHY
848,14,1,4,1,61,0,2,3,MAINTENANCE_REQUIRED
55,1,1,0,0,55,1,4,3,HEALTHY
243,1,0,0,0,243,1,4,3,HEALTHY
385,10,2,4,0,385,1,3,3,HEALTHY
760,12,2,4,0,51,0,2,3,MAINTENANCE_REQUIRED
937,24,5,7,0,40,0,1,1,MAINTENANCE_REQUIRED
396,2,1,6,0,63,1,4,3,HEALTHY
187,2,0,3,0,139,0,3,3,HEALTHY
238,4,0,0,0,238,0,3,3,HEALTHY
636,15,1,3,0,24,1,4,3,HEALTHY
1040,21,7,9,1,238,0,1,1,REPLACE_SOON
857,15,3,4,0,259,0,2,2,MAINTENANCE_REQUIRED
42,1,0,0,0,42,1,4,3,HEALTHY
2500,45,11,15,2,209,0,1,3,REPLACE_SOON
191,5,0,0,0,191,1,4,3,HEALTHY
328,5,1,0,0,328,1,3,2,HEALTHY
1041,19,2,2,1,281,0,1,2,MAINTENANCE_REQUIRED
509,9,0,3,0,70,1,4,3,HEALTHY
902,15,6,9,1,127,0,1,1,MAINTENANCE_REQUIRED
1440,20,4,6,1,1,0,1,1,REPLACE_SOON
70,0,0,0,0,70,1,4,3,HEALTHY
864,17,5,7,3,40,0,1,3,REPLACE_SOON
979,24,8,10,0,230,0,1,1,REPLACE_SOON
1279,15,4,7,0,60,0,1,1,MAINTENANCE_REQUIRED
96,0,0,0,0,96,0,4,3,HEALTHY
792,9,0,2,0,50,0,3,3,MAINTENANCE_REQUIRED
888,10,5,6,2,88,0,1,1,REPLACE_SOON
199,1,0,0,0,199,1,4,3,HEALTHY
128,2,1,0,1,128,1,3,3,HEALTHY
714,8,2,7,0,47,1,3,3,HEALTHY
471,6,0,1,0,106,1,4,3,HEALTHY
1236,18,5,9,0,65,0,1,3,MAINTENANCE_REQUIRED
522,4,2,3,0,102,1,3,3,HEALTHY
825,14,4,7,1,58,0,1,1,MAINTENANCE_REQUIRED
536,5,0,1,0,116,1,4,3,HEALTHY
1846,33,6,9,2,6,0,1,1,REPLACE_SOON
55,0,0,0,0,55,1,4,3,HEALTHY
1020,26,2,4,0,36,0,2,3,MAINTENANCE_REQUIRED
98,0,0,0,0,98,1,4,3,HEALTHY
20,1,0,0,0,20,0,4,3,HEALTHY
427,5,0,3,0,127,1,4,3,HEALTHY
627,11,5,8,0,13,1,2,3,HEALTHY
73,1,1,0,0,73,0,3,3,HEALTHY
600,8,0,2,0,297,0,3,3,MAINTENANCE_REQUIRED
1430,18,4,4,0,32,0,1,1,MAINTENANCE_REQUIRED
81,2,0,0,0,81,1,4,3,HEALTHY
638,10,1,4,0,23,1,4,3,HEALTHY
636,14,3,4,0,40,1,3,3,HEALTHY
120,1,0,0,0,120,1,4,3,HEALTHY
857,18,2,5,1,94,1,2,3,HEALTHY
717,7,0,2,1,75,0,3,3,MAINTENANCE_REQUIRED
274,5,0,0,0,274,1,4,3,HEALTHY
515,11,0,2,0,81,1,4,3,HEALTHY
186,4,0,2,0,101,1,4,3,HEALTHY
133,2,1,0,0,133,1,4,3,HEALTHY
260,0,1,1,0,178,1,4,3,HEALTHY
925,10,3,5,0,359,1,2,3,MAINTENANCE_REQUIRED
1372,29,0,4,0,78,0,3,3,MAINTENANCE_REQUIRED
796,13,1,4,2,44,0,2,3,MAINTENANCE_REQUIRED
408,3,2,3,0,203,1,3,3,HEALTHY
251,4,0,0,0,251,1,4,2,HEALTHY
553,7,1,1,0,70,1,4,3,HEALTHY
206,0,0,0,0,206,1,4,3,HEALTHY
1140,20,5,10,0,13,0,1,3,MAINTENANCE_REQUIRED
891,18,5,6,0,65,0,1,3,MAINTENANCE_REQUIRED
80,0,1,0,0,80,0,3,3,HEALTHY
73,0,0,0,0,73,1,4,3,HEALTHY
111,0,1,0,0,111,1,4,3,HEALTHY
34,2,1,0,0,34,1,4,3,HEALTHY
407,6,1,2,0,55,1,4,3,HEALTHY
76,2,0,0,0,76,1,4,3,HEALTHY
1969,31,7,14,1,82,0,1,3,REPLACE_SOON
86,2,0,0,0,86,1,4,3,HEALTHY
418,9,1,3,0,246,0,3,3,HEALTHY
60,1,0,0,0,60,1,4,3,HEALTHY
65,2,0,0,0,65,1,4,3,HEALTHY
1027,20,2,2,0,212,0,2,3,MAINTENANCE_REQUIRED
358,5,1,2,0,67,0,3,3,HEALTHY
19,1,0,0,0,19,1,4,3,HEALTHY
238,5,0,1,0,171,1,4,3,HEALTHY
555,10,4,5,1,149,0,1,3,MAINTENANCE_REQUIRED
198,4,0,1,0,59,0,4,3,HEALTHY
382,8,1,5,0,26,1,4,3,HEALTHY
416,5,0,2,0,182,0,3,3,HEALTHY
771,11,0,10,0,413,0,2,2,MAINTENANCE_REQUIRED
26,4,0,0,0,26,1,4,3,HEALTHY
628,12,3,4,0,53,1,3,3,HEALTHY
328,2,0,1,0,25,0,4,3,HEALTHY
217,2,2,3,0,6,1,4,3,HEALTHY
385,9,1,2,0,35,0,3,3,HEALTHY
760,11,0,2,0,36,1,4,3,HEALTHY
90,1,0,0,0,90,1,4,3,HEALTHY
377,6,0,2,0,114,1,4,3,HEALTHY
434,8,0,4,0,9,1,4,3,HEALTHY
411,8,1,2,0,131,0,3,3,HEALTHY
306,4,1,0,0,306,1,3,3,HEALTHY
179,1,0,2,0,137,1,4,3,HEALTHY
228,0,1,2,0,194,1,4,3,HEALTHY
485,8,2,7,2,218,1,2,3,MAINTENANCE_REQUIRED
1542,20,9,11,3,121,0,1,1,REPLACE_SOON
558,9,3,6,1,85,0,2,3,MAINTENANCE_REQUIRED
431,8,1,4,0,425,1,3,3,HEALTHY
1443,24,5,9,0,161,0,1,3,REPLACE_SOON
1253,16,9,12,1,0,0,1,3,REPLACE_SOON
1038,16,4,8,0,71,0,2,3,MAINTENANCE_REQUIRED
291,6,1,1,0,47,1,4,3,HEALTHY
47,1,0,0,0,47,1,4,3,HEALTHY
1324,29,3,8,0,50,0,2,3,MAINTENANCE_REQUIRED
931,14,4,5,0,17,0,2,3,MAINTENANCE_REQUIRED
475,11,0,2,1,52,1,4,3,HEALTHY
99,0,0,0,0,99,1,4,3,HEALTHY
39,0,1,0,0,39,1,4,3,HEALTHY
223,5,0,0,0,223,1,4,3,HEALTHY
552,5,0,2,0,86,0,3,3,HEALTHY
384,5,1,3,0,99,1,4,3,HEALTHY
1009,16,2,5,2,170,0,1,3,MAINTENANCE_REQUIRED
176,2,2,3,0,95,1,3,3,HEALTHY
39,1,1,0,0,39,0,3,3,HEALTHY
457,6,5,6,0,52,0,2,3,MAINTENANCE_REQUIRED
1110,23,4,4,1,22,0,1,3,REPLACE_SOON
953,19,4,6,1,72,0,1,3,MAINTENANCE_REQUIRED
543,8,3,4,2,245,0,1,1,REPLACE_SOON
1068,16,2,3,0,144,0,2,3,MAINTENANCE_REQUIRED
303,9,2,2,0,202,1,3,3,HEALTHY
987,8,4,7,0,279,0,1,2,MAINTENANCE_REQUIRED
104,1,0,0,1,104,1,4,3,HEALTHY
97,1,0,0,0,97,1,4,3,HEALTHY
55,1,1,0,0,55,1,4,3,HEALTHY
1519,26,10,11,0,94,0,1,1,REPLACE_SOON
198,1,0,0,0,198,1,4,3,HEALTHY
660,9,1,5,0,377,1,3,3,HEALTHY
287,10,1,1,1,104,1,3,3,HEALTHY
428,9,0,1,0,282,1,4,3,HEALTHY
1189,16,5,9,0,96,0,1,1,REPLACE_SOON
563,12,0,1,0,7,0,3,3,HEALTHY
545,9,3,7,0,43,1,3,3,HEALTHY
297,3,0,1,0,79,1,4,3,HEALTHY
417,1,0,0,0,417,0,3,3,MAINTENANCE_REQUIRED
2090,37,7,11,2,146,0,1,3,REPLACE_SOON
429,8,1,0,0,429,1,3,2,HEALTHY
661,9,0,8,0,26,1,4,3,HEALTHY
235,1,0,0,0,235,1,4,3,HEALTHY
213,2,0,2,0,14,1,4,3,HEALTHY
318,1,1,1,0,109,1,4,3,HEALTHY
300,5,0,1,1,135,1,3,3,HEALTHY
136,2,1,0,0,136,1,4,3,HEALTHY
181,3,2,3,0,55,1,4,3,HEALTHY
124,7,1,0,0,124,1,4,3,HEALTHY
1288,24,4,9,0,8,0,2,3,MAINTENANCE_REQUIRED
64,1,0,0,0,64,1,4,3,HEALTHY
627,8,1,3,0,134,1,3,3,HEALTHY
107,2,0,0,0,107,1,4,3,HEALTHY
335,12,0,7,0,57,1,4,3,HEALTHY
1263,21,5,6,2,261,0,1,1,REPLACE_SOON
781,12,2,3,0,0,0,2,3,MAINTENANCE_REQUIRED
592,8,1,3,1,117,1,3,3,HEALTHY
465,10,0,1,0,10,1,4,3,HEALTHY
1107,23,4,5,1,26,0,1,3,MAINTENANCE_REQUIRED
93,1,0,0,0,93,1,4,3,HEALTHY
736,16,2,6,0,503,0,2,2,MAINTENANCE_REQUIRED
606,10,1,6,0,35,1,4,3,HEALTHY
590,6,1,4,0,153,0,3,3,MAINTENANCE_REQUIRED
279,7,0,0,0,279,0,3,2,HEALTHY
559,9,1,3,1,24,1,3,3,HEALTHY
219,3,0,0,0,219,1,4,3,HEALTHY
196,3,1,0,0,196,1,4,3,HEALTHY
120,2,0,0,0,120,1,4,3,HEALTHY
735,7,0,2,0,13,0,3,3,HEALTHY
572,8,0,3,1,279,0,2,3,MAINTENANCE_REQUIRED
184,1,0,1,0,131,1,4,3,HEALTHY
81,0,0,0,0,81,0,4,3,HEALTHY
18,0,0,0,0,18,1,4,3,HEALTHY
279,6,0,2,0,71,1,4,3,HEALTHY
696,12,0,4,0,79,0,3,3,HEALTHY
218,1,1,1,0,112,1,4,3,HEALTHY
738,14,2,8,0,180,0,2,3,MAINTENANCE_REQUIRED
375,3,0,0,0,375,0,3,2,HEALTHY
569,10,1,3,0,103,0,3,3,HEALTHY
749,8,0,0,0,749,0,2,2,MAINTENANCE_REQUIRED
1139,15,6,8,2,25,0,1,1,REPLACE_SOON
273,7,0,1,1,161,1,3,3,HEALTHY
1395,30,11,13,0,96,0,1,3,REPLACE_SOON
959,8,4,5,1,8,0,1,3,MAINTENANCE_REQUIRED
1378,25,6,9,1,104,0,1,3,REPLACE_SOON
289,2,0,2,0,88,1,4,3,HEALTHY
246,6,1,2,0,66,1,4,3,HEALTHY
1211,33,5,5,2,61,0,1,1,REPLACE_SOON
77,0,0,0,0,77,1,4,3,HEALTHY
372,4,0,3,1,231,0,2,3,MAINTENANCE_REQUIRED
329,8,0,1,0,38,1,4,3,HEALTHY
1748,23,8,12,0,15,0,1,1,REPLACE_SOON
420,5,2,4,0,71,0,3,3,MAINTENANCE_REQUIRED
1756,28,10,11,4,44,0,1,1,REPLACE_SOON
448,5,1,0,1,448,0,2,3,MAINTENANCE_REQUIRED
22,3,0,0,0,22,1,4,3,HEALTHY
2500,45,10,16,1,188,0,1,1,REPLACE_SOON
410,6,2,3,0,51,1,3,3,HEALTHY
106,1,1,0,0,106,1,4,3,HEALTHY
146,3,0,0,0,146,1,4,3,HEALTHY
620,18,0,2,0,163,1,4,3,HEALTHY
1129,18,6,7,0,105,0,1,1,REPLACE_SOON
380,4,1,4,0,163,1,4,3,HEALTHY
158,1,1,0,0,158,1,4,3,HEALTHY
316,5,1,2,0,263,1,3,3,HEALTHY
183,5,1,3,0,169,1,4,3,HEALTHY
1345,26,6,7,0,71,0,1,3,REPLACE_SOON
455,7,3,4,0,249,0,2,3,MAINTENANCE_REQUIRED
148,0,0,0,0,148,1,4,3,HEALTHY
572,13,2,2,1,245,0,2,3,MAINTENANCE_REQUIRED
1715,31,3,8,0,277,0,1,3,REPLACE_SOON
1243,19,7,10,1,6,0,1,3,REPLACE_SOON
17,0,0,0,0,17,0,4,3,HEALTHY
188,4,0,1,0,99,1,4,3,HEALTHY
1249,19,9,11,1,301,0,1,1,REPLACE_SOON
243,3,0,1,1,142,1,3,3,HEALTHY
183,2,0,2,0,75,1,4,3,HEALTHY
272,6,1,1,0,272,1,3,3,HEALTHY
183,1,0,3,0,5,1,4,3,HEALTHY
337,8,2,3,0,261,1,3,3,HEALTHY
2500,42,10,12,2,219,0,1,3,REPLACE_SOON
212,1,0,0,0,212,1,4,3,HEALTHY
778,15,1,5,0,219,0,2,3,MAINTENANCE_REQUIRED
1351,27,4,5,0,26,0,1,3,MAINTENANCE_REQUIRED
595,10,2,3,0,26,1,3,3,HEALTHY
1858,29,9,12,2,172,0,1,3,REPLACE_SOON
754,10,1,5,0,49,0,3,3,HEALTHY
377,8,1,2,0,110,1,4,3,HEALTHY
323,7,0,3,0,178,1,4,3,HEALTHY
215,3,0,3,0,128,1,4,3,HEALTHY
798,8,1,4,0,84,0,3,3,MAINTENANCE_REQUIRED
223,6,0,1,0,47,1,4,3,HEALTHY
567,9,0,1,0,85,0,3,3,HEALTHY
698,16,1,2,0,25,1,4,3,HEALTHY
25,2,0,0,0,25,1,4,3,HEALTHY
67,0,0,0,0,67,1,4,3,HEALTHY
278,4,1,0,0,278,0,3,2,HEALTHY
780,16,1,5,0,27,0,3,3,HEALTHY
1055,13,6,10,0,42,0,1,3,MAINTENANCE_REQUIRED
683,8,0,3,0,21,1,4,3,HEALTHY
252,3,1,3,0,8,1,4,3,HEALTHY
319,3,0,2,0,49,1,4,3,HEALTHY
275,5,0,0,0,275,1,4,3,HEALTHY
546,9,0,3,0,6,0,3,3,HEALTHY
605,12,1,4,1,342,0,2,3,MAINTENANCE_REQUIRED
61,0,0,0,0,61,1,4,3,HEALTHY
705,15,1,1,0,10,0,3,3,HEALTHY
710,13,3,5,0,27,0,2,3,MAINTENANCE_REQUIRED
38,1,1,0,0,38,1,4,3,HEALTHY
15,1,0,0,0,15,1,4,3,HEALTHY
133,3,0,0,0,133,1,4,3,HEALTHY
101,1,0,0,1,101,1,4,3,HEALTHY
174,5,0,0,0,174,1,4,3,HEALTHY
638,6,1,3,0,86,0,3,3,HEALTHY
60,3,0,0,0,60,1,4,3,HEALTHY
331,8,1,2,0,104,1,4,3,HEALTHY
295,4,2,2,0,63,1,3,3,HEALTHY
487,10,3,7,0,33,0,2,3,MAINTENANCE_REQUIRED
122,5,0,0,0,122,1,4,3,HEALTHY
147,3,1,0,0,147,1,4,3,HEALTHY
1172,21,3,5,1,440,0,1,1,REPLACE_SOON
464,4,0,3,0,7,0,3,3,HEALTHY
47,1,0,0,0,47,1,4,3,HEALTHY
284,3,1,2,0,284,0,3,2,MAINTENANCE_REQUIRED
15,0,0,0,0,15,1,4,3,HEALTHY
701,13,1,3,0,9,1,4,3,HEALTHY
296,4,0,1,0,149,1,4,3,HEALTHY
537,12,2,3,0,20,1,3,3,HEALTHY
396,5,0,1,0,47,1,4,3,HEALTHY
37,3,0,0,0,37,1,4,3,HEALTHY
329,10,0,0,0,329,1,4,3,HEALTHY
94,1,0,0,0,94,1,4,3,HEALTHY
725,15,3,5,1,154,0,1,1,MAINTENANCE_REQUIRED
479,7,0,1,0,4,0,3,3,HEALTHY
30,0,0,0,0,30,1,4,3,HEALTHY
304,4,1,2,0,0,1,4,3,HEALTHY
510,10,3,5,0,29,0,2,3,MAINTENANCE_REQUIRED
239,3,0,2,0,20,0,4,3,HEALTHY
1754,32,9,16,1,10,0,1,3,REPLACE_SOON
828,14,3,4,3,43,1,1,1,MAINTENANCE_REQUIRED
133,2,1,0,0,133,1,4,3,HEALTHY
555,9,0,4,0,103,0,3,3,HEALTHY
36,1,0,0,0,36,1,4,3,HEALTHY
1049,13,4,5,1,40,0,1,1,MAINTENANCE_REQUIRED
45,1,1,0,0,45,1,4,3,HEALTHY
37,1,0,0,0,37,1,4,3,HEALTHY
675,14,2,4,0,60,1,3,3,HEALTHY
376,8,1,2,0,244,1,3,3,HEALTHY
1400,22,7,8,0,90,0,1,1,REPLACE_SOON
238,2,0,0,0,238,1,4,3,HEALTHY
429,8,2,3,0,57,0,3,3,HEALTHY
372,9,0,1,0,150,1,4,3,HEALTHY
465,6,3,8,0,12,0,2,3,MAINTENANCE_REQUIRED
424,5,0,2,1,115,0,3,3,HEALTHY
37,0,1,0,0,37,1,4,3,HEALTHY
375,7,1,0,0,375,1,3,2,HEALTHY
196,3,0,0,0,196,0,3,3,HEALTHY
147,1,1,0,0,147,1,4,3,HEALTHY
232,1,0,1,0,131,1,4,3,HEALTHY
323,6,0,2,0,24,1,4,3,HEALTHY
631,11,1,4,0,48,1,4,3,HEALTHY
1094,19,5,6,0,5,1,2,3,MAINTENANCE_REQUIRED
27,3,0,0,0,27,1,4,3,HEALTHY
439,4,0,2,0,245,1,4,3,HEALTHY
417,5,0,3,0,408,0,3,2,MAINTENANCE_REQUIRED
137,2,0,0,0,137,1,4,3,HEALTHY
70,0,1,0,0,70,1,4,3,HEALTHY
84,1,0,0,0,84,1,4,3,HEALTHY
651,6,0,3,0,160,1,4,3,HEALTHY
662,8,0,2,0,118,0,3,3,MAINTENANCE_REQUIRED
1072,16,4,6,1,48,0,1,1,MAINTENANCE_REQUIRED
171,2,0,0,0,171,1,4,3,HEALTHY
235,0,1,1,0,235,1,3,3,HEALTHY
127,2,1,0,0,127,1,4,3,HEALTHY
509,8,0,2,0,82,1,4,3,HEALTHY
364,10,0,2,0,129,1,4,3,HEALTHY
1531,15,3,3,0,4,0,2,3,MAINTENANCE_REQUIRED
1191,21,5,6,1,34,0,1,3,MAINTENANCE_REQUIRED
1222,17,11,12,0,5,0,1,1,MAINTENANCE_REQUIRED
271,6,0,1,0,7,1,4,3,HEALTHY
171,1,0,3,0,22,1,4,3,HEALTHY
840,12,10,12,0,23,0,1,1,REPLACE_SOON
495,6,1,2,0,42,1,4,3,HEALTHY
508,4,1,7,0,65,0,3,3,HEALTHY
565,9,1,1,0,3,0,3,3,HEALTHY
397,11,2,3,0,40,1,3,3,HEALTHY
1085,22,11,13,1,2,1,1,1,MAINTENANCE_REQUIRED
227,4,0,1,0,112,1,4,3,HEALTHY
18,1,0,0,0,18,1,4,3,HEALTHY
719,18,1,8,0,287,0,2,3,MAINTENANCE_REQUIRED
504,7,1,2,1,116,0,2,3,MAINTENANCE_REQUIRED
164,2,0,1,0,86,1,4,3,HEALTHY
90,0,0,0,0,90,1,4,3,HEALTHY
537,9,1,3,0,27,1,4,3,HEALTHY
130,2,0,0,0,130,1,4,3,HEALTHY
323,5,1,2,1,20,1,3,3,HEALTHY
69,0,0,0,0,69,1,4,3,HEALTHY
336,2,0,0,0,336,1,4,3,HEALTHY
1415,22,9,11,4,7,0,1,1,REPLACE_SOON
67,0,0,0,0,67,0,4,3,HEALTHY
826,11,1,5,1,118,0,2,3,MAINTENANCE_REQUIRED
117,1,0,0,0,117,1,4,3,HEALTHY
345,6,1,4,0,118,0,3,3,HEALTHY
629,9,1,1,0,92,0,3,3,HEALTHY
1328,16,3,4,0,141,0,2,3,MAINTENANCE_REQUIRED
178,1,0,1,0,46,1,4,3,HEALTHY
17,2,0,0,0,17,1,4,3,HEALTHY
33,1,1,0,0,33,1,4,3,HEALTHY
289,5,0,2,0,9,1,4,3,HEALTHY
996,9,4,8,0,7,0,2,3,MAINTENANCE_REQUIRED
176,4,1,1,0,4,1,4,3,HEALTHY
847,12,3,5,0,27,0,2,3,MAINTENANCE_REQUIRED
997,10,3,5,0,69,0,2,3,MAINTENANCE_REQUIRED
381,5,0,3,0,223,1,4,3,HEALTHY
310,5,0,2,0,132,1,4,3,HEALTHY
477,3,0,1,1,172,1,3,3,HEALTHY
530,8,0,3,0,93,0,3,3,HEALTHY
482,9,0,2,0,131,0,3,3,HEALTHY
336,5,0,1,0,78,1,4,3,HEALTHY
2025,42,6,8,2,233,0,1,1,REPLACE_SOON
316,6,0,1,0,35,1,4,3,HEALTHY
1877,25,8,12,0,115,0,1,3,REPLACE_SOON
859,11,4,5,1,334,0,1,1,REPLACE_SOON
365,6,1,3,0,54,0,3,3,HEALTHY
62,0,0,0,0,62,1,4,3,HEALTHY
130,2,0,0,0,130,1,4,3,HEALTHY
89,0,0,0,0,89,1,4,3,HEALTHY
357,5,1,2,0,42,1,4,3,HEALTHY
65,1,1,0,0,65,1,4,3,HEALTHY
1388,27,5,10,0,42,0,1,1,REPLACE_SOON
137,1,1,0,0,137,1,4,3,HEALTHY
551,4,0,3,0,68,0,3,3,HEALTHY
223,2,1,2,0,71,1,4,3,HEALTHY
284,5,1,0,0,284,1,3,3,HEALTHY
719,8,0,1,0,24,1,4,3,HEALTHY
714,9,2,4,0,122,0,2,3,MAINTENANCE_REQUIRED
397,4,0,2,0,145,1,4,3,HEALTHY
264,5,0,1,0,19,1,4,3,HEALTHY
1577,21,5,8,2,7,0,1,3,REPLACE_SOON
320,3,0,3,0,48,1,4,3,HEALTHY
226,0,1,1,0,69,1,4,3,HEALTHY
134,1,0,0,1,134,1,4,3,HEALTHY
2500,39,9,13,0,46,0,1,1,REPLACE_SOON
290,3,0,2,0,77,1,4,3,HEALTHY
300,8,0,1,0,42,1,4,3,HEALTHY
376,7,2,3,0,35,1,3,3,HEALTHY
786,12,3,7,0,54,0,2,3,MAINTENANCE_REQUIRED
906,17,3,4,1,108,0,1,3,MAINTENANCE_REQUIRED
93,1,0,0,0,93,1,4,3,HEALTHY
373,3,0,1,0,46,0,3,3,HEALTHY
1059,10,5,5,0,114,0,1,1,REPLACE_SOON
258,4,0,1,0,24,1,4,3,HEALTHY
1945,31,13,20,3,57,0,1,1,REPLACE_SOON
1909,35,10,11,2,5,0,1,1,REPLACE_SOON
79,3,0,0,0,79,1,4,3,HEALTHY
1447,20,4,5,1,175,0,1,3,REPLACE_SOON
689,4,1,3,0,53,0,3,3,HEALTHY
107,0,0,0,0,107,1,4,3,HEALTHY
259,2,0,2,0,27,1,4,3,HEALTHY
726,10,1,2,1,24,1,3,3,HEALTHY
121,0,1,0,0,121,1,4,3,HEALTHY
407,7,0,0,0,407,0,3,3,HEALTHY
776,8,2,6,0,182,0,2,3,MAINTENANCE_REQUIRED
342,8,1,1,0,100,1,4,3,HEALTHY
878,16,1,2,0,44,0,3,3,HEALTHY
219,5,1,0,0,219,1,4,3,HEALTHY
866,11,2,2,1,0,0,2,3,MAINTENANCE_REQUIRED
272,6,1,1,0,41,1,4,3,HEALTHY
178,1,0,1,0,12,1,4,3,HEALTHY
337,8,2,3,0,35,1,3,3,HEALTHY
428,6,0,1,0,428,1,3,2,HEALTHY
172,0,1,2,1,37,1,3,3,HEALTHY
108,0,0,0,0,108,1,4,3,HEALTHY
288,3,0,1,0,169,1,4,3,HEALTHY
472,6,1,2,0,49,1,4,3,HEALTHY
514,3,1,4,0,189,0,3,3,HEALTHY
886,12,5,6,1,39,0,1,1,MAINTENANCE_REQUIRED
130,1,1,0,0,130,1,4,3,HEALTHY
571,15,0,1,0,10,0,3,3,HEALTHY
803,17,1,5,0,66,0,3,3,HEALTHY
171,5,0,1,0,171,1,4,3,HEALTHY
1991,27,17,21,3,9,0,1,3,REPLACE_SOON
478,3,1,1,0,52,1,4,3,HEALTHY
1040,15,6,9,0,315,0,1,1,REPLACE_SOON
619,9,2,4,1,130,1,2,3,HEALTHY
279,3,0,0,0,279,1,4,2,HEALTHY
568,8,1,4,0,63,0,3,3,HEALTHY
714,11,3,5,0,72,1,3,3,HEALTHY
748,11,1,2,0,2,1,4,3,HEALTHY
595,12,1,4,0,16,0,3,3,HEALTHY
1016,18,5,6,0,54,0,1,3,MAINTENANCE_REQUIRED
1269,30,6,9,1,69,0,1,1,REPLACE_SOON
729,16,2,3,0,2,1,3,3,HEALTHY
19,0,0,0,0,19,1,4,3,HEALTHY
360,8,1,1,0,18,1,4,3,HEALTHY
625,14,3,5,0,68,1,3,3,HEALTHY
37,1,0,0,0,37,1,4,3,HEALTHY
553,8,0,1,0,5,0,3,3,HEALTHY
82,0,0,0,0,82,1,4,3,HEALTHY
200,5,1,0,0,200,1,4,3,HEALTHY
551,16,1,3,0,69,1,4,3,HEALTHY
771,6,3,6,0,83,0,2,3,MAINTENANCE_REQUIRED
1069,10,8,10,0,91,0,1,3,REPLACE_SOON
386,3,0,1,0,105,1,4,3,HEALTHY
94,1,1,0,0,94,1,4,3,HEALTHY
775,8,2,3,0,164,1,3,3,HEALTHY
56,1,0,0,0,56,1,4,3,HEALTHY
40,0,0,0,0,40,1,4,3,HEALTHY
770,8,2,5,0,181,0,2,3,MAINTENANCE_REQUIRED
1194,11,5,8,1,0,0,1,3,REPLACE_SOON
613,11,1,4,0,92,0,3,3,HEALTHY
539,4,1,4,1,99,1,3,3,HEALTHY
702,8,3,6,0,103,0,2,3,MAINTENANCE_REQUIRED
422,7,0,1,0,30,1,4,3,HEALTHY
26,0,0,0,0,26,1,4,3,HEALTHY
680,11,1,2,0,16,1,4,3,HEALTHY
37,0,0,0,0,37,1,4,3,HEALTHY
132,3,0,0,1,132,1,4,3,HEALTHY
214,4,0,0,0,214,1,4,3,HEALTHY
545,6,0,3,0,198,0,3,3,HEALTHY
990,14,2,5,0,70,0,2,3,MAINTENANCE_REQUIRED
85,3,0,0,0,85,1,4,3,HEALTHY
257,5,0,0,1,257,0,2,2,MAINTENANCE_REQUIRED
64,2,0,0,0,64,1,4,3,HEALTHY
307,5,0,2,0,235,1,4,3,HEALTHY
475,4,1,3,0,79,0,3,3,HEALTHY
490,9,0,5,0,149,1,4,3,HEALTHY
80,5,0,0,0,80,1,4,3,HEALTHY
326,6,3,7,1,177,1,2,3,MAINTENANCE_REQUIRED
275,4,1,3,0,30,1,4,3,HEALTHY
329,5,0,5,0,50,0,4,3,HEALTHY
816,8,6,8,0,22,0,1,3,MAINTENANCE_REQUIRED
586,7,1,5,1,86,1,3,3,HEALTHY
260,3,1,0,0,260,1,3,3,HEALTHY
51,1,0,0,0,51,0,4,3,HEALTHY
549,7,1,1,1,56,0,2,3,MAINTENANCE_REQUIRED
1419,23,1,1,1,92,0,2,3,MAINTENANCE_REQUIRED
2500,39,8,9,2,88,0,1,3,REPLACE_SOON
78,1,0,0,0,78,1,4,3,HEALTHY
768,5,0,6,1,91,0,2,3,MAINTENANCE_REQUIRED
2161,32,9,16,0,11,0,1,1,REPLACE_SOON
526,10,0,0,1,526,1,2,3,MAINTENANCE_REQUIRED
350,6,0,1,0,291,1,4,3,HEALTHY
147,1,0,0,0,147,1,4,3,HEALTHY
348,5,1,2,0,138,1,4,3,HEALTHY
573,4,2,5,0,88,0,2,3,MAINTENANCE_REQUIRED
31,0,0,0,0,31,0,4,3,HEALTHY
252,4,0,2,0,206,1,4,3,HEALTHY
24,0,0,0,0,24,1,4,3,HEALTHY
388,5,1,2,0,152,1,4,3,HEALTHY
1696,29,10,11,3,35,0,1,1,REPLACE_SOON
540,14,0,0,0,540,0,2,3,MAINTENANCE_REQUIRED
542,10,2,3,1,86,0,2,3,MAINTENANCE_REQUIRED
17,1,1,0,0,17,0,3,3,HEALTHY
803,14,3,6,0,42,0,2,3,MAINTENANCE_REQUIRED
2005,51,17,18,2,77,0,1,1,REPLACE_SOON
232,1,1,1,0,53,1,4,3,HEALTHY
276,3,0,2,0,92,1,4,3,HEALTHY
1088,26,5,6,0,81,0,1,3,MAINTENANCE_REQUIRED
423,5,0,3,0,95,1,4,3,HEALTHY
164,3,0,0,0,164,1,4,3,HEALTHY
613,10,4,7,2,36,0,1,1,MAINTENANCE_REQUIRED
397,4,1,3,0,32,0,3,3,HEALTHY
436,7,0,2,0,84,1,4,3,HEALTHY
638,8,0,4,0,178,0,3,3,HEALTHY
